,buildingId,lotId,price,latLong,minBeds,minBaths,minArea,imgSrc,hasImage,plid,isFeaturedListing,unitCount,buildingName,isBuilding,address,variableData,badgeInfo,statusType,statusText,listingType,isFavorite,detailUrl,has3DModel,hasAdditionalAttributions,canSaveBuilding,zpid,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,visited,hdpData,pgapt,sgapt,hasVideo,isHomeRec,availabilityDate
39,,,"$2,300/mo","{'latitude': 33.09476, 'longitude': -96.65646}",,,,https://photos.zillowstatic.com/fp/0e5c837bfa0c7aa63f09cbd0c76c21d3-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '46 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/323-Regency-Dr-Allen-TX-75002/65348770_zpid/,False,False,,65348770,$2.3K,3.0,2.5,1900.0,False,False,False,"{'homeInfo': {'zpid': 65348770, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.09476, 'longitude': -96.65646, 'price': 2300.0, 'datePriceChanged': 1663398000000, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 1900.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 351100, 'rentZestimate': 2499, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2300.0, 'priceChange': 100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 262997.0, 'lotAreaValue': 3327.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-01 00:00:00
40,,,"$2,995/mo","{'latitude': 33.123707, 'longitude': -96.70122}",,,,https://photos.zillowstatic.com/fp/ecd6a5f328a335cd822826990d0812fd-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '32 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1323-Canterbury-Dr-Allen-TX-75013/55699707_zpid/,False,False,,55699707,$3.0K,4.0,2.5,2775.0,False,False,False,"{'homeInfo': {'zpid': 55699707, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.123707, 'longitude': -96.70122, 'price': 2995.0, 'datePriceChanged': 1663570800000, 'bathrooms': 2.5, 'bedrooms': 4.0, 'livingArea': 2775.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 557700, 'rentZestimate': 2929, 'listing_sub_type': {}, 'priceReduction': '$105 (Sep 19)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2995.0, 'priceChange': -105, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 353228.0, 'lotAreaValue': 6969.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-01 00:00:00
41,,,"$2,850/mo","{'latitude': 33.089886, 'longitude': -96.7318}",,,,https://photos.zillowstatic.com/fp/55af3652cb741f3be7a187b4151c7de2-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '8 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/2041-Londonderry-Dr-Allen-TX-75013/26669763_zpid/,False,False,,26669763,$2.8K,4.0,3.0,2682.0,False,False,False,"{'homeInfo': {'zpid': 26669763, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.089886, 'longitude': -96.7318, 'price': 2850.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2682.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 523700, 'rentZestimate': 3025, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2850.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 344840.0, 'lotAreaValue': 5662.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-16 00:00:00
42,,,"$2,999/mo","{'latitude': 33.090115, 'longitude': -96.650856}",,,,https://photos.zillowstatic.com/fp/a96c46d646a2735313ea1d0fbbe084a5-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '26 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/731-Pulitzer-Ln-Allen-TX-75002/26640444_zpid/,False,False,,26640444,$3.0K,3.0,3.0,2594.0,False,False,False,"{'homeInfo': {'zpid': 26640444, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.090115, 'longitude': -96.650856, 'price': 2999.0, 'datePriceChanged': 1663484400000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2594.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 497300, 'rentZestimate': 2995, 'listing_sub_type': {}, 'priceReduction': '$201 (Sep 18)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2999.0, 'priceChange': -201, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 323482.0}}",ForRent,For Rent,False,False,2022-09-01 00:00:00
43,,,"$2,675/mo","{'latitude': 33.108326, 'longitude': -96.63103}",,,,https://photos.zillowstatic.com/fp/98ee25e9d686647966bb68b6831021e9-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '45 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1529-Rivercrest-Blvd-Allen-TX-75002/26651313_zpid/,False,False,,26651313,$2.7K,4.0,2.5,2478.0,False,False,False,"{'homeInfo': {'zpid': 26651313, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.108326, 'longitude': -96.63103, 'price': 2675.0, 'datePriceChanged': 1663657200000, 'bathrooms': 2.5, 'bedrooms': 4.0, 'livingArea': 2478.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 463100, 'rentZestimate': 2727, 'listing_sub_type': {}, 'priceReduction': '$125 (Sep 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2675.0, 'priceChange': -125, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 320000.0, 'lotAreaValue': 8276.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,
44,,,"$3,250/mo","{'latitude': 33.101547, 'longitude': -96.72636}",,,,https://photos.zillowstatic.com/fp/3fc90e1cac707b1ff76cc0bc36c93f4d-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '55 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1860-Wood-Duck-Ln-Allen-TX-75013/116189715_zpid/,False,False,,116189715,$3.2K,4.0,3.5,3150.0,False,False,False,"{'homeInfo': {'zpid': 116189715, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.101547, 'longitude': -96.72636, 'price': 3250.0, 'datePriceChanged': 1663484400000, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 3150.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 731800, 'rentZestimate': 3569, 'listing_sub_type': {}, 'priceReduction': '$100 (Sep 18)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3250.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 483032.0, 'lotAreaValue': 5349.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-18 00:00:00
45,33.112816--96.63523,,"$1,950+/mo","{'latitude': 33.112816, 'longitude': -96.63523}",3.0,2.0,1791.0,https://photos.zillowstatic.com/fp/bd429d5c3bd435f53397d5a0c411978d-p_e.jpg,True,f9y1skfbeas5,True,2.0,,True,"800 Saddle Horn Way, Royse City, TX",{},,FOR_RENT,For Rent,,False,"/b/Royse-City-TX/33.112816,-96.63523_ll/",False,False,False,,,,,,,,,,,,,,
46,,,"$3,300/mo","{'latitude': 33.11552, 'longitude': -96.62202}",,,,https://photos.zillowstatic.com/fp/9509635f2f5f7dcb6483f77ffcadc3df-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '54 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1806-Caprock-Rd-Allen-TX-75002/69650143_zpid/,False,False,,69650143,$3.3K,4.0,4.0,3334.0,False,False,False,"{'homeInfo': {'zpid': 69650143, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.11552, 'longitude': -96.62202, 'price': 3300.0, 'datePriceChanged': 1663225200000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 3334.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 705800, 'rentZestimate': 3428, 'listing_sub_type': {}, 'priceReduction': '$200 (Sep 15)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3300.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 404067.0, 'lotAreaValue': 7840.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,
47,,,"$2,500/mo","{'latitude': 33.093334, 'longitude': -96.64015}",,,,https://photos.zillowstatic.com/fp/f5f4152e429395529d18cbec66825d39-p_e.jpg,True,,True,,,,--,"{'type': '3D_HOME', 'text': '3D Tour'}",,FOR_RENT,House for rent,,False,/homedetails/712-Bluebonnet-Dr-Allen-TX-75002/26633297_zpid/,True,False,,26633297,$2.5K,3.0,2.0,1521.0,False,False,False,"{'homeInfo': {'zpid': 26633297, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.093334, 'longitude': -96.64015, 'price': 2500.0, 'datePriceChanged': 1663916400000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1521.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 358400, 'rentZestimate': 2197, 'listing_sub_type': {}, 'priceReduction': '$100 (Sep 23)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 242860.0, 'lotAreaValue': 7405.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-09 00:00:00
48,,,"$2,495/mo","{'latitude': 33.098003, 'longitude': -96.62901}",,,,https://photos.zillowstatic.com/fp/69465430b554d7a97460e02198b1e1c2-p_e.jpg,True,,True,,,,--,"{'type': '3D_HOME', 'text': '3D Tour'}",,FOR_RENT,House for rent,,False,/homedetails/208-S-Malone-Rd-Allen-TX-75002/26635597_zpid/,True,False,,26635597,$2.5K,3.0,2.0,1439.0,False,False,False,"{'homeInfo': {'zpid': 26635597, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.098003, 'longitude': -96.62901, 'price': 2495.0, 'datePriceChanged': 1663830000000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1439.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 365600, 'rentZestimate': 2099, 'listing_sub_type': {}, 'priceReduction': '$30 (Sep 22)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2495.0, 'priceChange': -30, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 238418.0, 'lotAreaValue': 8276.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-08-30 00:00:00
49,,,"$3,900/mo","{'latitude': 33.088837, 'longitude': -96.689255}",,,,https://photos.zillowstatic.com/fp/7f86dab57a885a5617ce81bfd202a526-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '73 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1064-Joanna-Ln-Allen-TX-75013/249775588_zpid/,False,False,,249775588,$3.9K,5.0,6.0,3666.0,False,False,False,"{'homeInfo': {'zpid': 249775588, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.088837, 'longitude': -96.689255, 'price': 3900.0, 'datePriceChanged': 1662015600000, 'bathrooms': 6.0, 'bedrooms': 5.0, 'livingArea': 3666.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 868400, 'rentZestimate': 4663, 'listing_sub_type': {}, 'priceReduction': '$50 (Sep 1)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3900.0, 'priceChange': -50, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 554597.0, 'lotAreaValue': 6969.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-02 00:00:00
50,,,"$2,800/mo","{'latitude': 33.113453, 'longitude': -96.68534}",,,,https://photos.zillowstatic.com/fp/e57c782812f2280f0fecab18e57c3fe4-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '39 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1019-Kennedy-Dr-Allen-TX-75013/125255843_zpid/,False,False,,125255843,$2.8K,3.0,2.5,1934.0,False,False,False,"{'homeInfo': {'zpid': 125255843, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.113453, 'longitude': -96.68534, 'price': 2800.0, 'datePriceChanged': 1663570800000, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 1934.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 490100, 'rentZestimate': 2527, 'listing_sub_type': {}, 'priceReduction': '$50 (Sep 19)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2800.0, 'priceChange': -50, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 337995.0}}",ForRent,For Rent,False,False,2022-10-01 00:00:00
51,,,"$2,815/mo","{'latitude': 33.077545, 'longitude': -96.67363}",,,,https://photos.zillowstatic.com/fp/259220e74d6c12d1d4515e4f6e6dbd9c-p_e.jpg,True,,True,,,,--,"{'type': 'TIME_ON_INFO', 'text': '65 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1105-Matagorda-Dr-Allen-TX-75002/26628760_zpid/,False,False,,26628760,$2.8K,4.0,2.0,1861.0,False,False,False,"{'homeInfo': {'zpid': 26628760, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.077545, 'longitude': -96.67363, 'price': 2815.0, 'datePriceChanged': 1661583600000, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1861.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 425300, 'rentZestimate': 2414, 'listing_sub_type': {}, 'priceReduction': '$150 (Aug 27)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2815.0, 'priceChange': -150, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 280977.0, 'lotAreaValue': 9583.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-19 00:00:00
52,,,"$3,395/mo","{'latitude': 33.078365, 'longitude': -96.65306}",,,,https://photos.zillowstatic.com/fp/ad9e6a2d7b2d2b339119399f3b2d2c0e-p_e.jpg,True,,True,,,,--,"{'type': 'TIME_ON_INFO', 'text': '57 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1008-Mark-Twain-Dr-Allen-TX-75002/53092050_zpid/,False,False,,53092050,$3.4K,4.0,2.5,2462.0,False,False,False,"{'homeInfo': {'zpid': 53092050, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.078365, 'longitude': -96.65306, 'price': 3395.0, 'datePriceChanged': 1663916400000, 'bathrooms': 2.5, 'bedrooms': 4.0, 'livingArea': 2462.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 478500, 'rentZestimate': 2778, 'listing_sub_type': {}, 'priceReduction': '$100 (Sep 23)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3395.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 316813.0, 'lotAreaValue': 8276.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,
53,,,"$2,350/mo","{'latitude': 33.076614, 'longitude': -96.65534}",,,,https://photos.zillowstatic.com/fp/98dff3be9b18d84f648185b93697543d-p_e.jpg,True,,True,,,,--,"{'type': 'TIME_ON_INFO', 'text': '100 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1219-Aylesbury-Dr-Allen-TX-75002/26661278_zpid/,False,False,,26661278,$2.4K,3.0,2.0,1729.0,False,False,False,"{'homeInfo': {'zpid': 26661278, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.076614, 'longitude': -96.65534, 'price': 2350.0, 'datePriceChanged': 1663657200000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1729.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 405400, 'rentZestimate': 2300, 'listing_sub_type': {}, 'priceReduction': '$100 (Sep 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2350.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 268410.0, 'lotAreaValue': 8886.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,
54,,,"$2,650/mo","{'latitude': 33.09737, 'longitude': -96.729576}",,,,https://photos.zillowstatic.com/fp/93f5fb6e991d972befd41cf11bec49af-p_e.jpg,True,,True,,,,--,"{'type': '3D_HOME', 'text': '3D Tour'}",,FOR_RENT,House for rent,,False,/homedetails/301-Parkhurst-Ln-Allen-TX-75013/53102956_zpid/,True,False,,53102956,$2.6K,4.0,2.0,2030.0,False,False,False,"{'homeInfo': {'zpid': 53102956, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.09737, 'longitude': -96.729576, 'price': 2650.0, 'datePriceChanged': 1663138800000, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2030.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 445700, 'rentZestimate': 2509, 'listing_sub_type': {}, 'priceReduction': '$145 (Sep 14)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2650.0, 'priceChange': -145, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 282116.0, 'lotAreaValue': 6098.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,
